timestamp x y z roll pitch yaw
1403772871967955 8.427812 5.584365 40.669546 -0.021880 -0.062199 0.484089
1403772872030456 8.424378 5.584967 40.662590 -0.022059 -0.062023 0.484126
1403772872092959 8.420949 5.585547 40.655650 -0.022227 -0.061837 0.484168
1403772872155461 8.417502 5.586122 40.648711 -0.022391 -0.061651 0.484210
1403772872217960 8.414028 5.586652 40.641752 -0.022555 -0.061462 0.484251
1403772872280461 8.410582 5.587243 40.634776 -0.022718 -0.061273 0.484293
1403772872342963 8.407144 5.587832 40.627807 -0.022876 -0.061080 0.484336
1403772872405464 8.403688 5.588407 40.620840 -0.023040 -0.060893 0.484378
1403772872467965 8.400226 5.588976 40.613874 -0.023208 -0.060708 0.484424
1403772872530466 8.396735 5.589520 40.606913 -0.023375 -0.060520 0.484470
1403772872592968 8.393295 5.590093 40.599948 -0.023546 -0.060334 0.484508
1403772872655468 8.389847 5.590663 40.592983 -0.023710 -0.060143 0.484553
1403772872717970 8.386403 5.591234 40.586020 -0.023869 -0.059953 0.484598
1403772872780472 8.382981 5.591822 40.579029 -0.024030 -0.059765 0.484639
1403772872842973 8.379462 5.592420 40.572037 -0.024197 -0.059578 0.484679
1403772872905476 8.375974 5.593027 40.565033 -0.024367 -0.059390 0.484721
1403772872967976 8.372482 5.593609 40.558034 -0.024537 -0.059203 0.484765
1403772873030479 8.369044 5.594220 40.551019 -0.024698 -0.059016 0.484806
1403772873092979 8.365587 5.594805 40.544021 -0.024863 -0.058824 0.484850
1403772873155481 8.362103 5.595408 40.537017 -0.025035 -0.058638 0.484888
1403772873217980 8.358625 5.595997 40.530018 -0.025200 -0.058446 0.484932
1403772873280482 8.355139 5.596586 40.523016 -0.025370 -0.058261 0.484976
1403772873342983 8.351687 5.597179 40.516020 -0.025539 -0.058068 0.485022
1403772873405484 8.348203 5.597768 40.509014 -0.025711 -0.057885 0.485062
1403772873467985 8.344650 5.598361 40.501948 -0.025890 -0.057717 0.485104
1403772873530486 8.341157 5.598954 40.494899 -0.026061 -0.057530 0.485152
1403772873592990 8.337652 5.599518 40.487874 -0.026226 -0.057324 0.485202
1403772873655491 8.334141 5.600101 40.480842 -0.026401 -0.057129 0.485244
1403772873717990 8.330599 5.600701 40.473790 -0.026560 -0.056941 0.485278
1403772873780492 8.327070 5.601263 40.466742 -0.026720 -0.056757 0.485320
1403772873842993 8.323592 5.601852 40.459701 -0.026888 -0.056568 0.485366
1403772873905494 8.320053 5.602444 40.452649 -0.027054 -0.056376 0.485409
1403772873967995 8.316592 5.603059 40.445600 -0.027234 -0.056185 0.485452
1403772874030497 8.313076 5.603649 40.438555 -0.027404 -0.055993 0.485496
1403772874092998 8.309498 5.604232 40.431478 -0.027568 -0.055798 0.485545
1403772874155499 8.305962 5.604832 40.424379 -0.027743 -0.055614 0.485592
1403772874218002 8.302411 5.605442 40.417282 -0.027911 -0.055421 0.485633
1403772874280502 8.298860 5.606034 40.410197 -0.028077 -0.055222 0.485678
1403772874343005 8.295319 5.606640 40.403126 -0.028247 -0.055020 0.485723
1403772874405505 8.291776 5.607245 40.396031 -0.028416 -0.054828 0.485767
1403772874530508 8.288231 5.607847 40.388934 -0.028586 -0.054642 0.485809
1403772874593007 8.284658 5.608439 40.381851 -0.028755 -0.054450 0.485853
1403772874655510 8.281134 5.609054 40.374759 -0.028929 -0.054254 0.485895
1403772874718010 8.277570 5.609645 40.367666 -0.029100 -0.054060 0.485941
1403772874843011 8.273972 5.610244 40.360515 -0.029267 -0.053874 0.485988
1403772874905512 8.270371 5.610858 40.353359 -0.029438 -0.053680 0.486032
1403772874968013 8.266791 5.611476 40.346210 -0.029613 -0.053484 0.486078
1403772875030516 8.263189 5.612086 40.339068 -0.029787 -0.053288 0.486122
1403772875155518 8.259602 5.612710 40.331915 -0.029950 -0.053090 0.486167
1403772875218018 8.255992 5.613324 40.324770 -0.030121 -0.052900 0.486205
1403772875280518 8.252421 5.613913 40.317613 -0.030286 -0.052709 0.486253
1403772875405520 8.248860 5.614531 40.310465 -0.030485 -0.052512 0.486309
1403772875468024 8.245286 5.615152 40.303321 -0.030656 -0.052310 0.486352
1403772875530524 8.241703 5.615766 40.296168 -0.030821 -0.052117 0.486395
1403772875655523 8.238108 5.616388 40.288953 -0.030990 -0.051922 0.486445
1403772875718026 8.234532 5.617034 40.281732 -0.031163 -0.051720 0.486495
1403772875780527 8.230898 5.617673 40.274536 -0.031338 -0.051514 0.486533
1403772875905529 8.227285 5.618316 40.267306 -0.031508 -0.051324 0.486579
1403772875968029 8.223666 5.618949 40.260091 -0.031672 -0.051125 0.486628
1403772876030532 8.220073 5.619581 40.252883 -0.031840 -0.050924 0.486677
1403772876155532 8.216503 5.620242 40.245656 -0.032020 -0.050719 0.486721
1403772876218034 8.212874 5.620867 40.238449 -0.032193 -0.050521 0.486771
1403772876280534 8.209251 5.621502 40.231229 -0.032366 -0.050331 0.486816
1403772876405537 8.205653 5.622126 40.224020 -0.032537 -0.050130 0.486865
1403772876468038 8.201996 5.622763 40.216748 -0.032702 -0.049918 0.486915
1403772876530540 8.198326 5.623424 40.209463 -0.032885 -0.049721 0.486962
1403772876593040 8.194710 5.624100 40.202150 -0.033067 -0.049531 0.487004
1403772876718040 8.191030 5.624743 40.194872 -0.033251 -0.049337 0.487048
1403772876780543 8.187365 5.625383 40.187583 -0.033429 -0.049138 0.487094
1403772876843046 8.183664 5.626015 40.180316 -0.033605 -0.048936 0.487139
1403772876968046 8.179983 5.626659 40.173031 -0.033772 -0.048740 0.487185
1403772877030548 8.176298 5.627310 40.165739 -0.033959 -0.048548 0.487231
1403772877093049 8.172632 5.627962 40.158454 -0.034149 -0.048356 0.487279
1403772877218049 8.168978 5.628617 40.151169 -0.034340 -0.048157 0.487327
1403772877280550 8.165299 5.629283 40.143712 -0.034477 -0.048023 0.487374
1403772877405552 8.163093 5.630270 40.136560 -0.034484 -0.048196 0.487527
1403772877468053 8.161493 5.631888 40.129390 -0.034472 -0.048293 0.487666
1403772877530556 8.160832 5.634119 40.122505 -0.034602 -0.048305 0.487740
1403772877593057 8.162135 5.637701 40.115890 -0.034797 -0.048184 0.487755
1403772877718059 8.159272 5.639041 40.108230 -0.034856 -0.047999 0.487601
1403772877780558 8.163549 5.644198 40.101821 -0.035015 -0.047737 0.487535
1403772877905559 8.179674 5.655142 40.096477 -0.035222 -0.047375 0.487216
1403772877968060 8.187049 5.661621 40.090393 -0.035499 -0.047127 0.486966
1403772878030564 8.196104 5.669046 40.083957 -0.035615 -0.047132 0.486638
1403772878155563 8.225274 5.685755 40.080200 -0.035008 -0.047552 0.485750
1403772878218064 8.242372 5.696349 40.075069 -0.034665 -0.047607 0.485181
1403772878280566 8.262683 5.708391 40.070325 -0.034382 -0.047576 0.484399
1403772878405581 8.317032 5.735123 40.068916 -0.033657 -0.047366 0.482234
1403772878468070 8.347392 5.752088 40.064717 -0.033561 -0.047326 0.480868
1403772878530570 8.380286 5.769663 40.060698 -0.033275 -0.047433 0.479371
1403772878655571 8.459671 5.806691 40.061574 -0.031407 -0.047973 0.475731
1403772878718073 8.502160 5.826426 40.058869 -0.030578 -0.047816 0.473773
1403772878780576 8.547110 5.846815 40.056616 -0.030143 -0.047464 0.471853
1403772878905576 8.648332 5.888790 40.061471 -0.027618 -0.046460 0.467076
1403772878968079 8.700728 5.913520 40.060021 -0.027537 -0.046853 0.464034
1403772879030577 8.754746 5.939320 40.058381 -0.027860 -0.047425 0.461114
1403772879155576 8.874833 5.994255 40.062515 -0.028290 -0.047105 0.456202
1403772879218081 8.936854 6.022887 40.061433 -0.028185 -0.046352 0.453472
1403772879280578 9.002761 6.051840 40.060783 -0.027943 -0.045680 0.450246
1403772879405578 9.149394 6.109862 40.066637 -0.026358 -0.044669 0.442903
1403772879468080 9.224343 6.140770 40.066544 -0.025394 -0.044515 0.439246
1403772879530579 9.302723 6.172014 40.066434 -0.023907 -0.044187 0.435842
1403772879593080 9.383799 6.205954 40.066217 -0.023631 -0.043899 0.431924
1403772879718081 9.563107 6.277301 40.073345 -0.023800 -0.042239 0.423501
1403772879780581 9.656512 6.313525 40.073577 -0.022835 -0.040874 0.419589
1403772879843081 9.751172 6.349305 40.075061 -0.021974 -0.040469 0.415293
1403772879968082 9.953573 6.424794 40.086768 -0.019925 -0.041270 0.406412
1403772880030583 10.058287 6.465637 40.089091 -0.019561 -0.040534 0.402343
1403772880155582 10.280192 6.552188 40.102318 -0.020751 -0.038688 0.395020
1403772880218084 10.395934 6.595741 40.105243 -0.019846 -0.037443 0.391760
1403772880343085 10.640618 6.683740 40.116861 -0.017272 -0.035331 0.384229
1403772880405584 10.764817 6.728164 40.119356 -0.015341 -0.034576 0.381104
1403772880468086 10.891264 6.773388 40.122968 -0.012845 -0.034146 0.378641
1403772880530586 11.019647 6.819693 40.128250 -0.010251 -0.033540 0.376624
1403772880593086 11.151150 6.867484 40.134178 -0.008493 -0.033277 0.374409
1403772880655587 11.283189 6.918887 40.141014 -0.009193 -0.034153 0.371502
1403772880718089 11.417117 6.973641 40.147620 -0.011262 -0.034937 0.368558
1403772880780589 11.554029 7.031285 40.153784 -0.013469 -0.035152 0.366112
1403772880843090 11.693450 7.090830 40.158566 -0.016845 -0.035336 0.364322
1403772880905593 11.836398 7.150511 40.163153 -0.019133 -0.035295 0.362881
1403772880968093 11.981073 7.207614 40.169144 -0.019711 -0.035872 0.361401
1403772881030595 12.128375 7.261674 40.176153 -0.016966 -0.036450 0.360196
1403772881093096 12.281759 7.314603 40.182625 -0.012212 -0.036113 0.359501
1403772881155598 12.438510 7.368176 40.188142 -0.008324 -0.035145 0.359075
1403772881218099 12.598283 7.424689 40.193276 -0.005856 -0.034205 0.358530
1403772881280600 12.759808 7.485318 40.198456 -0.005142 -0.033098 0.357443
1403772881343101 12.923857 7.549634 40.202745 -0.005414 -0.032108 0.356054
1403772881405602 13.089963 7.616894 40.206862 -0.006095 -0.032415 0.354655
1403772881468103 13.255918 7.683600 40.212562 -0.006646 -0.033213 0.353779
1403772881530605 13.426662 7.749673 40.220038 -0.005943 -0.032892 0.353569
1403772881593106 13.602196 7.815459 40.228174 -0.004557 -0.031230 0.353557
1403772881655607 13.780137 7.880853 40.237797 -0.003709 -0.029202 0.353248
1403772881718110 13.959979 7.949542 40.247308 -0.004651 -0.027534 0.352265
1403772881780612 14.141935 8.021841 40.255914 -0.006456 -0.026274 0.351033
1403772881843111 14.326415 8.097414 40.262141 -0.008957 -0.025446 0.350130
1403772881905614 14.513464 8.175077 40.267522 -0.012177 -0.024440 0.350006
1403772881968114 14.704582 8.252307 40.272811 -0.014471 -0.023258 0.350158
1403772882030615 14.896670 8.328099 40.279002 -0.016028 -0.022395 0.350114
1403772882093116 15.092563 8.404225 40.284521 -0.016894 -0.021691 0.349637
1403772882155617 15.291595 8.478546 40.291267 -0.015229 -0.021392 0.349102
1403772882218118 15.492835 8.551279 40.299506 -0.011536 -0.021593 0.349007
1403772882280620 15.696730 8.623210 40.309919 -0.007578 -0.021052 0.349417
1403772882343121 15.906918 8.697540 40.319078 -0.004809 -0.019044 0.349756
1403772882405623 16.119446 8.774972 40.327894 -0.002946 -0.016204 0.349663
1403772882468124 16.335702 8.854826 40.336511 -0.001682 -0.013280 0.349299
1403772882530624 16.552476 8.938522 40.344264 -0.002720 -0.011797 0.348796
1403772882593129 16.770672 9.024118 40.351453 -0.004084 -0.011515 0.348614
1403772882655629 16.991536 9.113068 40.357598 -0.005734 -0.012280 0.348538
1403772882718129 17.214365 9.202171 40.363604 -0.007143 -0.013498 0.348478
1403772882780632 17.439134 9.291528 40.370099 -0.008620 -0.014696 0.348210
1403772882843131 17.669233 9.381271 40.376216 -0.008752 -0.014943 0.347942
1403772882905633 17.902547 9.467687 40.385561 -0.006155 -0.013299 0.348113
1403772882968136 18.139998 9.553776 40.396201 -0.003106 -0.011366 0.348768
1403772883030637 18.378371 9.641048 40.408168 -0.000824 -0.010729 0.349421
1403772883093136 18.617146 9.729682 40.420370 0.001266 -0.010997 0.349806
1403772883155639 18.859085 9.821282 40.431797 0.003196 -0.011360 0.349951
1403772883218141 19.104086 9.915184 40.441798 0.003704 -0.012117 0.350001
1403772883280642 19.351000 10.010706 40.450368 0.003888 -0.012660 0.350100
1403772883343144 19.602968 10.108787 40.457880 0.003657 -0.012878 0.350197
1403772883405646 19.853223 10.206873 40.466540 0.002586 -0.013172 0.350355
1403772883468146 20.107708 10.307027 40.475567 0.002545 -0.013896 0.350559
1403772883530647 20.365227 10.405812 40.485498 0.003399 -0.014049 0.351103
1403772883593147 20.620759 10.503776 40.496273 0.003177 -0.013310 0.351420
1403772883655650 20.882657 10.603080 40.507704 0.002938 -0.011984 0.351416
1403772883718150 21.145249 10.701759 40.520678 0.004393 -0.010292 0.351256
1403772883780651 21.412187 10.802484 40.533363 0.005540 -0.008672 0.351012
1403772883843151 21.680221 10.904377 40.543933 0.006319 -0.007024 0.350971
1403772883905653 21.948375 11.004600 40.554028 0.007274 -0.005458 0.351141
1403772883968154 22.217380 11.105665 40.562849 0.007806 -0.004930 0.351155
1403772884030654 22.486878 11.208011 40.571504 0.007876 -0.004384 0.350617
1403772884093155 22.760415 11.310623 40.579393 0.008627 -0.002927 0.349940
1403772884218156 23.313763 11.517587 40.604465 0.008132 0.000113 0.348924
1403772884280656 23.590851 11.623364 40.615259 0.007338 0.001335 0.348848
1403772884405656 24.147995 11.834677 40.644651 0.006211 0.001244 0.348767
1403772884468158 24.428504 11.942537 40.654176 0.006049 0.000967 0.348578
1403772884530657 24.711581 12.048181 40.662515 0.006945 0.001311 0.348565
1403772884655658 25.289131 12.261137 40.685796 0.011553 0.003972 0.350284
1403772884718161 25.574433 12.368753 40.693831 0.013261 0.004526 0.351729
1403772884780659 25.859505 12.478749 40.702028 0.013259 0.003880 0.352854
1403772884905659 26.438772 12.700110 40.729483 0.014505 0.004727 0.353202
1403772884968164 26.727915 12.814922 40.738312 0.013358 0.005970 0.353244
1403772885030662 27.021446 12.931687 40.746323 0.011257 0.007555 0.353757
1403772885093161 27.313738 13.050255 40.752980 0.007496 0.009469 0.354708
1403772885218174 27.904510 13.280530 40.773294 0.007951 0.011335 0.356504
1403772885280662 28.197180 13.394010 40.780723 0.008430 0.010955 0.356999
1403772885343162 28.492791 13.507684 40.788531 0.010274 0.012513 0.357734
1403772885405664 28.785172 13.617576 40.799265 0.013974 0.014513 0.358996
1403772885468166 29.078037 13.729876 40.808884 0.015665 0.014564 0.360471
1403772885530667 29.367007 13.845340 40.819398 0.014455 0.012894 0.361540
1403772885593170 29.653999 13.963125 40.828474 0.012695 0.009681 0.362069
1403772885655671 29.940268 14.082405 40.836139 0.011087 0.006406 0.362270
1403772885718170 30.226537 14.202077 40.843896 0.009468 0.004818 0.362891
1403772885780669 30.515359 14.318606 40.851917 0.009189 0.005565 0.364281
1403772885843173 30.805031 14.432274 40.859672 0.012313 0.007431 0.365944
1403772885905673 31.095143 14.538899 40.866815 0.018823 0.010956 0.367624
1403772885968171 31.386514 14.644991 40.872682 0.024396 0.015615 0.368653
1403772886030673 31.676266 14.755444 40.879267 0.025721 0.017974 0.368747
1403772886093172 31.961674 14.872789 40.888847 0.023149 0.017492 0.368328
1403772886155673 32.245747 14.993807 40.900509 0.020227 0.015556 0.368084
1403772886218176 32.527836 15.117231 40.912535 0.016783 0.012463 0.368227
1403772886280674 32.811034 15.241326 40.922927 0.012274 0.009517 0.368820
1403772886343174 33.095652 15.361384 40.931374 0.009760 0.008298 0.369901
1403772886405675 33.385323 15.477819 40.937854 0.010733 0.009585 0.371125
1403772886468176 33.676160 15.590588 40.941890 0.014487 0.010928 0.372569
1403772886530675 33.966536 15.702557 40.945939 0.018844 0.011992 0.373906
1403772886593177 34.256388 15.816097 40.950925 0.021117 0.012969 0.374634
1403772886655679 34.548354 15.934126 40.956496 0.021560 0.014812 0.374586
1403772886718180 34.838524 16.054493 40.963943 0.020628 0.017308 0.374326
1403772886780684 35.128605 16.176449 40.971276 0.017908 0.019824 0.374353
1403772886843184 35.418168 16.297359 40.979399 0.016421 0.021552 0.374663
1403772886905685 35.708190 16.416509 40.986105 0.015516 0.022332 0.375081
1403772886968184 35.997562 16.534794 40.992014 0.015206 0.022501 0.375375
1403772887030687 36.288601 16.651608 40.997277 0.016929 0.022958 0.375424
1403772887093189 36.580923 16.771711 41.001221 0.017298 0.023713 0.375169
1403772887155691 36.871011 16.892104 41.004700 0.015915 0.023852 0.374949
1403772887218190 37.160847 17.013986 41.009749 0.013814 0.022621 0.375024
1403772887280692 37.451873 17.136465 41.015417 0.012232 0.020706 0.375371
1403772887343193 37.744243 17.256861 41.021584 0.013230 0.020576 0.375788
1403772887405704 38.038874 17.375227 41.027002 0.014601 0.022041 0.376264
1403772887468195 38.333595 17.493718 41.031795 0.015568 0.023393 0.376485
1403772887530697 38.630675 17.610521 41.035871 0.018244 0.025240 0.376484
1403772887593198 38.928311 17.727491 41.039993 0.020295 0.026264 0.376620
1403772887655699 39.222241 17.847743 41.044165 0.019651 0.025180 0.376617
1403772887718201 39.515640 17.969990 41.049784 0.018738 0.024366 0.376201
1403772887780703 39.810794 18.093612 41.055802 0.017054 0.024232 0.375607
1403772887843203 40.108021 18.220534 41.061409 0.014728 0.024051 0.375108
1403772887905704 40.405088 18.345355 41.066540 0.013141 0.023709 0.375094
1403772887968205 40.703619 18.466952 41.070790 0.013337 0.023764 0.375402
1403772888030707 41.003698 18.585932 41.073495 0.014369 0.025309 0.375934
1403772888093207 41.306922 18.705441 41.075022 0.016561 0.027253 0.376410
1403772888155709 41.610198 18.825797 41.078174 0.018377 0.029049 0.376472
1403772888218210 41.912735 18.948775 41.082444 0.019002 0.029653 0.376237
1403772888280712 42.214116 19.072840 41.088285 0.018857 0.028996 0.376035
1403772888343213 42.516490 19.196696 41.093837 0.018869 0.028628 0.375966
1403772888405715 42.820013 19.320814 41.099185 0.018434 0.028981 0.375919
1403772888468215 43.123509 19.444995 41.105065 0.018283 0.029015 0.376024
1403772888530717 43.425910 19.569497 41.110002 0.018844 0.027459 0.376117
1403772888593218 43.729796 19.693532 41.114086 0.019789 0.025637 0.376163
1403772888655719 44.033627 19.817742 41.117289 0.020635 0.024532 0.376042
1403772888718222 44.337570 19.943128 41.120945 0.019379 0.023954 0.375505
1403772888780721 44.644026 20.069890 41.125369 0.017240 0.024576 0.374870
1403772888843222 44.952185 20.195405 41.129515 0.016779 0.025941 0.374317
1403772888905724 45.261138 20.321183 41.134151 0.016540 0.025753 0.374018
1403772888968225 45.571358 20.446535 41.139166 0.016698 0.025216 0.373454
1403772889030726 45.880183 20.570247 41.144016 0.016639 0.025952 0.372688
1403772889093230 46.191706 20.694197 41.147078 0.016092 0.027524 0.371924
1403772889155729 46.503066 20.818391 41.149227 0.015494 0.029677 0.371122
1403772889218234 46.816954 20.942205 41.150475 0.016109 0.031895 0.370414
1403772889280732 47.128546 21.067242 41.152229 0.015281 0.032447 0.369703
1403772889343235 47.440399 21.193586 41.155074 0.014367 0.031922 0.368989
1403772889405736 47.750901 21.318518 41.158444 0.013957 0.031769 0.368088
1403772889468239 48.062216 21.443714 41.162211 0.012410 0.032818 0.367213
1403772889530739 48.378369 21.571530 41.162661 0.009209 0.034446 0.366446
1403772889593239 48.691778 21.697649 41.164212 0.007609 0.035209 0.365830
1403772889655739 49.003663 21.820949 41.168025 0.008887 0.033122 0.365291
1403772889718241 49.313032 21.940696 41.174813 0.012253 0.029377 0.364903
1403772889780742 49.621075 22.059922 41.182550 0.013711 0.025825 0.364215
1403772889843243 49.934149 22.179131 41.189271 0.016016 0.024537 0.363381
1403772889905747 50.248672 22.298860 41.194747 0.018887 0.025389 0.362806
1403772889968246 50.561471 22.421484 41.198739 0.018675 0.024837 0.362712
1403772890030750 50.871732 22.548685 41.200206 0.015328 0.020811 0.362654
1403772890093249 51.182120 22.678482 41.203646 0.012217 0.017109 0.362283
1403772890155752 51.495109 22.808291 41.207827 0.009247 0.016820 0.361894
1403772890218251 51.809353 22.935543 41.213081 0.007137 0.019250 0.361746
1403772890280754 52.126438 23.058636 41.218339 0.007194 0.022666 0.361755
1403772890343257 52.443217 23.181615 41.223615 0.007780 0.025252 0.362069
1403772890405756 52.757481 23.299648 41.229986 0.010461 0.026925 0.362525
1403772890468256 53.071459 23.419091 41.234419 0.012704 0.028078 0.362354
1403772890530757 53.384377 23.540863 41.236890 0.012101 0.029474 0.361623
1403772890593273 53.697175 23.666693 41.238279 0.009179 0.030939 0.360928
1403772890718260 54.324373 23.924272 41.248465 0.000750 0.032561 0.361461
1403772890780762 54.637222 24.049746 41.248288 0.000349 0.034079 0.362254
1403772890843262 54.948736 24.174029 41.250391 -0.000464 0.033935 0.362461
1403772890905764 55.258927 24.295594 41.253885 0.000763 0.033597 0.362272
1403772891030765 55.882130 24.531135 41.272393 0.008460 0.033132 0.363342
1403772891093266 56.192166 24.648667 41.275576 0.011790 0.033609 0.364151
1403772891155767 56.501957 24.769678 41.276761 0.012519 0.033883 0.364318
1403772891280769 57.132471 25.014170 41.280669 0.014695 0.035983 0.364001
1403772891343270 57.445175 25.139890 41.278955 0.013489 0.036939 0.364268
1403772891405771 57.758798 25.268577 41.278333 0.011146 0.037369 0.364801
1403772891530775 58.387996 25.522275 41.290194 0.008880 0.039384 0.365454
1403772891593274 58.701681 25.647853 41.292011 0.009177 0.041595 0.365909
1403772891655776 59.016671 25.770981 41.290337 0.009881 0.044557 0.366517
1403772891780778 59.650338 26.012447 41.290656 0.014376 0.048821 0.367611
1403772891843277 59.962533 26.138858 41.287893 0.013772 0.047167 0.367629
1403772891905780 60.268149 26.266544 41.289635 0.010597 0.043849 0.367048
1403772891968280 60.575303 26.396480 41.291943 0.006842 0.040565 0.366061
1403772892093282 61.194204 26.645578 41.305448 0.004297 0.038215 0.364115
1403772892155782 61.508442 26.769780 41.302161 0.003518 0.037881 0.364017
1403772892218285 61.822681 26.890501 41.298921 0.005780 0.037397 0.364161
1403772892280787 62.135306 27.007954 41.296964 0.010043 0.037419 0.364068
1403772892405788 62.769877 27.255526 41.304603 0.009630 0.037726 0.362591
1403772892468288 63.081523 27.383115 41.306214 0.006418 0.038274 0.361938
1403772892530789 63.394732 27.511410 41.308495 0.004032 0.038994 0.361886
1403772892655791 64.022224 27.762649 41.320480 0.002865 0.035485 0.362281
1403772892718292 64.337046 27.883575 41.321190 0.005114 0.034627 0.362203
1403772892780793 64.650401 28.001252 41.322924 0.010066 0.035924 0.361936
1403772892843296 64.964209 28.120164 41.324023 0.012769 0.036507 0.361897
1403772892968296 65.594616 28.369357 41.333903 0.009733 0.034353 0.361442
1403772893030799 65.904615 28.495526 41.335128 0.007361 0.033782 0.360901
1403772893093300 66.218130 28.623550 41.335742 0.004836 0.034213 0.360679
1403772893218301 66.852403 28.866769 41.342686 0.005584 0.038282 0.361384
1403772893280802 67.169236 28.986045 41.341145 0.008384 0.041804 0.361870
1403772893343304 67.486391 29.105095 41.340254 0.009948 0.044726 0.362084
1403772893405804 67.801924 29.226103 41.339675 0.010773 0.046635 0.361734
1403772893530805 68.434068 29.474450 41.348602 0.008544 0.046595 0.360304
1403772893593309 68.744227 29.601768 41.348967 0.006090 0.045044 0.359917
1403772893718309 69.372859 29.850098 41.355167 0.005678 0.042317 0.360323
1403772893780809 69.686306 29.973619 41.354181 0.005921 0.040257 0.360893
1403772893843311 70.001930 30.097394 41.353393 0.007012 0.038846 0.361288
1403772893905812 70.316671 30.221385 41.352805 0.007492 0.038005 0.361436
1403772894030813 70.946242 30.467040 41.364215 0.008635 0.035862 0.361777
1403772894093314 71.260755 30.593138 41.365519 0.007737 0.035680 0.362114
1403772894218315 71.897942 30.846889 41.373227 0.005000 0.035710 0.363104
1403772894280817 72.215454 30.975069 41.373525 0.004158 0.036091 0.363436
1403772894343318 72.534388 31.104582 41.374222 0.003638 0.035620 0.363554
1403772894405820 72.852133 31.233927 41.374841 0.002031 0.034897 0.363621
1403772894530823 73.495545 31.488088 41.381134 0.001647 0.039155 0.364077
1403772894593323 73.818402 31.614669 41.380006 0.002904 0.041325 0.364510
1403772894718323 74.470116 31.869326 41.385222 0.003809 0.041739 0.364720
1403772894780825 74.794102 31.998088 41.383466 0.004348 0.042859 0.364596
1403772894843326 75.121290 32.130028 41.380873 0.003807 0.044868 0.364646
1403772894968341 75.777272 32.387163 41.385818 0.004249 0.045066 0.365118
1403772895030828 76.102078 32.517762 41.385732 0.004351 0.043443 0.365186
1403772895093332 76.424976 32.647140 41.385668 0.004056 0.042045 0.365277
1403772895218332 77.089139 32.910244 41.390697 0.002429 0.041733 0.365140
1403772895280832 77.419338 33.042517 41.388311 0.001808 0.042133 0.364752
1403772895343334 77.750411 33.174848 41.384652 0.001105 0.043200 0.364290
1403772895405835 78.084765 33.305595 41.380573 0.001866 0.045093 0.364048
1403772895530837 78.757187 33.570844 41.382007 -0.000507 0.046329 0.363652
